Mixture	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	P-value	Correlation	RMSE
TCGA.W3.AA1V.06B	0	0	0.224560936418851	0	0.0291206003276327	0.74411267941242	0.00220578384109595	0	0.745872751128671	0.673372611488023
TCGA.EE.A29N.06A	0.325547770495628	0	0.237535657269949	0.00165943085831136	0	0.435103122304768	0.000154019071343567	0	0.955091777479564	0.646038588276928
TCGA.D3.A51R.06A	0.00193201844312592	0.00453057372984889	0.392134678068112	0	0.110689978178055	0.490581832206639	0.000130919374218221	0	0.582167689864895	0.822154640834475
TCGA.YG.AA3P.06A	0.00259259666062056	0.00661536251655332	0.200498604675681	0.000862978233429891	0.0969263323800774	0.692504125533638	0	0	0.755382273561426	0.672951194347852
TCGA.D3.A2JG.06A	0.0275250301735379	0.0057583604708916	0.153098181110202	0.0318148267325568	0.0409683293991318	0.73500944944818	0.00582582266549992	0	0.848026198454338	0.577534664724452
TCGA.W3.A825.06A	0	0.000918774271771008	0.29220526384278	0.0493620502798938	0.0366122154398369	0.618779382273517	0.00212231389220079	0	0.771368093876317	0.67966271479876
TCGA.EE.A29V.06A	0.040205137272384	0.0136998311356942	0.14918027584522	0.00199249047178973	0.102683251912065	0.69015079636565	0.00208821699719738	0	0.877799193453171	0.562700023006664
TCGA.ER.A19S.06A	0.0694216466162685	0	0	0.471945065518089	0	0.458633287865643	0	0	0.705029403455593	0.771694487990665
TCGA.EE.A2GE.06A	0.0638789338838364	0	0	0.20920117645247	0.0288880496307608	0.698031840032933	0	0	0.724279626373437	0.699662766021069
TCGA.EE.A2GD.06A	0	0	0.11302250987781	0	0.0640415167949595	0.82293597332723	0	0	0.845632494924232	0.555601352831531
TCGA.BF.A3DJ.01A	0	0	0.0794747269885074	0	0.0821319679591323	0.829598859053008	0.00879444599935206	0	0.864461940360149	0.531084158045212
TCGA.Z2.AA3V.06A	0.222290102141875	0	0.209997162055066	0	0.0838788469327376	0.361662626911713	0.122171261958609	0	0.576648826278328	0.824925692161333
TCGA.DA.A1IB.06A	0.778446465016418	0	0.0939978570566207	0.000265176606063785	0	0.127290501320897	0	0	0.852464705347462	0.703220761318969
TCGA.D3.A2J7.06A	0.0997907397335827	0.00419308204523363	0.195003980064496	0.120366545637737	0.0788936546550017	0.501751997863949	0	0	0.749544877077936	0.734449932561343
TCGA.W3.A824.06A	0.00422573543307453	0	0.0335132624209173	0.211426350983157	0.0312938479161009	0.696730051351005	0.0228107518957446	0	0.739344921534059	0.687168144864905
TCGA.D3.A1Q8.06A	0.0708012920718523	0	0.0214743282693583	0	0.049063418721107	0.858660960937682	0	0	0.717149128399786	0.695833509320933
TCGA.EE.A2M8.06A	0.0780340634561589	0	0	0.328320458390435	0	0.593645478153407	0	0	0.703470210952251	0.73512124690295
TCGA.GN.A26C.01A	0.0575753851302429	0	0.0343726994799336	0.123823075744159	0.0349449668738246	0.74928387277184	0	0	0.783694104997432	0.638540691235758
TCGA.EE.A2MR.06A	0.38538713371114	0	0.19685735321547	0.0468523862197688	0	0.37090312685362	0	0	0.760840456466046	0.767591831566096
TCGA.D3.A3C7.06A	0.00349664593414608	0.00895030883886971	0.089408740380794	0.0554378063898232	0.0567043112801165	0.78600218717625	0	0	0.931449914106426	0.456018697595791
TCGA.EE.A29C.06A	0.0433939355915663	0	0.0946683156576418	0.0129105031715861	0.0706233747847852	0.778403870794421	0	0	0.732932504165623	0.681846593056219
TCGA.ER.A3ES.06A	0.0334502255655278	0.00610530565721519	0.28627275212361	0	0.0381263129606109	0.636045403693036	0	0	0.530102997851658	0.839784411240444
TCGA.ER.A19N.06A	0.047327926939331	0	0.00975934863728445	0.00480037644873123	0.0278068800258122	0.910305467948841	0	0	0.767617517285241	0.642515876205665
TCGA.FS.A1ZM.06A	0	0	0.02205084546748	0.0385729266292005	0.0382431385318146	0.893984251430381	0.00714883794112433	0	0.723648807704984	0.690153192833074
TCGA.Z2.A8RT.06A	0.225939035641749	0	0.0346288508321683	0.053093644977822	0.0240486560555034	0.638707747689549	0.0235820648032084	0	0.718287569671191	0.716814764399877
TCGA.FS.A1ZG.06A	0	0	0.129918415630418	0	0.050883324758304	0.80256579973296	0.0166324598783179	0	0.748975931082975	0.66489291941503
TCGA.ER.A42H.01A	0.000588191641333078	0.0086341252232319	0.111252536786209	0	0.112710404738201	0.764214930468752	0.0025998111422721	0	0.73360696175589	0.681395989170536
TCGA.D3.A51K.06A	0.495853701298439	0	0.109924661206097	0.0325399269837342	0.0692017485955015	0.273746515726234	0.018733446189994	0	0.716979992997688	0.800936427763138
TCGA.D3.A3C1.06A	0.144033921102815	0.0036044355577468	0.0905869202434639	0.0364446479107847	0.0991030370599288	0.625341147732057	0.000885890393204527	0	0.95220650751554	0.526591593940783
TCGA.WE.A8JZ.06A	0.0627218471828417	0.0110771570770889	0.247038004475984	0.0938457024320288	0.0737588795347443	0.511558409297313	0	0	0.797175354959544	0.70304125849371
TCGA.FS.A1YW.06A	0.122267233663283	0.00103715776010628	0.171098790395862	0.0105398405596819	0.0315751312983538	0.663481846322713	0	0	0.769434002565053	0.67077183735146
TCGA.EE.A3AF.06A	0	0	0.122398683366163	0.0359790165529013	0.01483347706597	0.822345470001509	0.00444335301345599	0	0.735555685422113	0.676959379228043
TCGA.DA.A95Z.06A	0	0.00100447364927837	0.0609757827068859	0.0134476355877343	0.041273292499338	0.874350084367779	0.00894873118898448	0	0.750915660312479	0.6602422898095
TCGA.GF.A4EO.06A	0.153626070186083	0.000531562531184871	0.0240242705382781	0.305475013393982	0.0389925442672229	0.472506844355474	0.00484369472777565	0	0.731492925800253	0.754682973885076
TCGA.EB.A4OZ.01A	0.029105675334913	0.0075590890180603	0.152015655431774	0.205357253847478	0.109012797615703	0.373996781711108	0.122952747040965	0	0.775589760485517	0.712492331271647
TCGA.D3.A51N.06A	0.109069304137552	0	0.0500755518812617	0	0.0953341060957949	0.730097714531303	0.0154233233540884	0	0.796937449412143	0.630698668098178
TCGA.EB.A5UN.06A	0.00655657484475678	0	0.348147751694844	0.0118415541584855	0	0.58937621705669	0.044077902245224	0	0.74609445370156	0.704144417427477
TCGA.EB.A551.01A	0.0212971135985638	0.000333384002717093	0.0371570884377773	0.121997292597273	0.0323624944774105	0.777286426776072	0.00956620011018626	0	0.724218819761747	0.690640074748575
TCGA.EE.A2GL.06A	0.763031156103182	0.00070286299011202	0.0901281029680536	0.051503705218149	0.00513825674936914	0.0894959159711348	0	0	0.837000600197989	0.71838893225654
TCGA.GN.A4U7.06A	0.0326236011118996	0.0119361900670395	0.354874476486419	0	0.0986879228797904	0.48653095109415	0.0153468583607018	0	0.89998115280399	0.652589101341946
TCGA.EE.A2MF.06A	0.0361020093434986	0	0.152205904126475	0.0191141853169096	0.00561473931343313	0.783015931012965	0.00394723088671919	0	0.710876391645057	0.702596295133984
TCGA.FR.A3R1.01A	0.0140109581914914	0.00031085948583332	0.0877958942595788	0.0107563107408994	0.0291045749434384	0.843104159212001	0.0149172431667581	0	0.822841055218433	0.581526179218772
TCGA.WE.A8ZY.06A	0.0369390636451788	0	0.0811249200169668	0	0.028311078955922	0.845493314720075	0.00813162266185698	0	0.969370158837019	0.368119427015541
TCGA.XV.AAZW.01A	0	0.015174274434384	0.255924442391937	0	0.148822094869496	0.577110838636915	0.00296834966726838	0	0.831768979428301	0.649242516548888
TCGA.EB.A4XL.01A	0.0470183417224317	0.00618439553846721	0.238144826338222	0.0754166597609969	0.0633143537096202	0.550507416148953	0.0194140067813095	0	0.792634806186383	0.689223412407428
TCGA.W3.AA1O.06A	0	0.00393178363771507	0.128292339121022	0	0.0394708466409994	0.828305030600264	0	0	0.826703361671906	0.577539647089207
TCGA.GN.A4U5.01A	0	0.00565728564541179	0.133287246195135	0.273755764726958	0.0609304509980043	0.508956088899234	0.0174131635352575	0	0.765254573041014	0.720577098221988
TCGA.EE.A2A5.06A	0.0331291004097922	0.000663051709492033	0.129497533754874	0.0126802417464564	0.0643680814903096	0.758071244180635	0.00159074670844067	0	0.676540690877885	0.732933451757191
TCGA.FR.A2OS.01A	0.00660991866098471	0.0025960548284388	0.197786273696646	0	0.0188310430473123	0.773764801207987	0.000411908558632102	0	0.975457335422545	0.398247417007019
TCGA.EB.A6QY.01A	0	0.0130272826799333	0.294245455770984	0.00872466011600916	0.100610427776145	0.583392173656928	0	0	0.895729480680798	0.598101170935368
TCGA.D9.A4Z5.01A	0	0	0.0593164017336672	0	0.100088711474705	0.828059658189661	0.0125352286019664	0	0.686335450962258	0.724070746050991
TCGA.W3.A828.06A	0	0	0.112145225957994	0.00420087965452132	0.0374619394852083	0.837451545753412	0.00874040914886405	0	0.84701504603225	0.55217587602596
TCGA.LH.A9QB.06A	0	0.00309685147250705	0.116400852530497	0	0.0409324826417153	0.82121273600314	0.0183570773521412	0	0.781232656471069	0.630411566939551
TCGA.EB.A5VU.01A	0	0.00137354461792029	0.123362699923469	0	0.0737609710348805	0.80028482161699	0.00121796280673992	0	0.767742664897523	0.645236861299806
TCGA.GN.A268.06A	0	0.000976649671802348	0.170634752855933	0.000606426994204746	0.055900218689918	0.765698702122915	0.00618324966522712	0	0.751415188933439	0.665474037149391
TCGA.ER.A199.06A	0.612689085215652	0	3.89794924697934e-05	0.00166161490765664	0.0268128575602764	0.358797462823945	0	0	0.731455239820864	0.754937181959797
TCGA.EE.A3AC.06A	0	0.00143674732351029	0.0546159250582372	0.0344296248296432	0.0370014191282171	0.872516283660392	0	0	0.788443746851636	0.617739682196716
TCGA.RP.A6K9.06A	0.019964913848433	0.00684242182032405	0.111417628335426	0.161840023262898	0.0939841048727714	0.605950907860147	0	0	0.54781455134669	0.829216036600835
TCGA.D3.A8GQ.06A	0.0154179178709359	0.00575175832724913	0.0583501437562929	0	0.0335770167623985	0.886903163283124	0	0	0.976931269527089	0.327308011825186
TCGA.W3.AA21.06A	0.222356072600903	0.00677006139129582	0.286329193134797	0.0604243769128295	0.0796552517050524	0.311917570870933	0.0325474733841891	0	0.710969510931359	0.817628233882777
TCGA.BF.A1PU.01A	0.0426763094891225	0.00306724891387855	0.352948264830061	0	0.118072772843328	0.469550871869081	0.0136845320545288	0	0.7499622360835	0.744745114631167
TCGA.ER.A196.01A	0.0392036225262966	0.0297331188463085	0.391479082524179	0	0.132416078190916	0.393531710816803	0.0136363870954972	0	0.793077677587843	0.7578274244418
TCGA.W3.AA1R.06A	0.0413056082750899	0.00186183611475359	0.14018352319239	0.106100751238005	0.0416260439251983	0.66744400539106	0.00147823186350325	0	0.824370388905816	0.622584227433719
TCGA.FS.A1ZN.01A	0.017379507597534	0.0126370677377421	0.149375523623991	0.00673252377559297	0.105996639843297	0.705445694199485	0.002433043222358	0	0.963920179654165	0.457587546074071
TCGA.GN.A4U8.06A	0.319826987055867	0	0.0715281836479127	0.0519953609234277	0.0200184543428976	0.536631014029895	0	0	0.737001792481245	0.726730442831886
TCGA.EE.A2GU.06A	0.00880579333006397	0	0	0.342010004357347	0.011056731239636	0.582102137289606	0.0560253337833468	0	0.747586438030535	0.703625449458154
TCGA.BF.AAP1.01A	0	0.00396552381157003	0.131633590448981	0	0.0506067399714796	0.805414934766135	0.00837921100183395	0	0.778291207053837	0.634500272106987
TCGA.DA.A1I2.06A	0.0361601626731842	0.00522203460607133	0.132809027148753	0.0204742952842005	0.0807909701643999	0.717115817483848	0.00742769263954317	0	0.736300285284075	0.685973456418409
TCGA.FR.A8YE.06A	0.392314565967741	0	0.30060400593383	0.043723498693698	0.00936652499627937	0.253991404408452	0	0	0.825747547275811	0.789966642620425
TCGA.FS.A1ZB.06A	0	0	0.0647138866926454	0	0.0638346290745131	0.860657027148842	0.0107944570839991	0	0.729727764971701	0.682395324134291
TCGA.BF.A5ES.01A	0.00680543438739029	0	0.242234164514358	0	0.0371295333751804	0.705709352141624	0.00812151558144773	0	0.776065670037636	0.653520529042536
TCGA.GN.A4U3.06A	0.02413257762414	0.00516074301245704	0.224555329391393	0.023858617586426	0.0756295440578349	0.646663188327749	0	0	0.711998951027552	0.716686854686421
TCGA.EB.A44R.06A	0.0756078132836032	0	0	0.331047925296032	0.0652564849753754	0.52732635403048	0.000761422414508717	0	0.621121559867208	0.796817857276845
TCGA.WE.A8ZQ.06A	0	0.0133475088990663	0.147388853193747	0	0.1112762078248	0.727987430082386	0	0	0.739987699163117	0.679797461140125
TCGA.W3.AA1W.06A	0.066313530615279	0	0.013838844290753	0.39191309983686	0	0.518037016723135	0.00989750853397271	0	0.74656725607352	0.730122191855839
TCGA.GN.A8LK.06A	0.0733506113324382	0.0122493408693382	0.292125023560123	0.00254040253976087	0.0892512544886074	0.500428738773007	0.0300546284367252	0	0.853162418675657	0.672134832037668
TCGA.ER.A19T.01A	0.00444900951463947	0	0.154916095412772	0	0.0541717139973453	0.780010509288057	0.00645267178718705	0	0.642353940952463	0.761624520682309
TCGA.EE.A29R.06A	0.0222975447148762	0.00817155263076337	0.289570933561415	0	0.100918370475753	0.579041598617193	0	0	0.823710074280001	0.655383234169102
TCGA.EE.A3JD.06A	0.763735204085023	0	0	0	0.00868811131494578	0.227576684600031	0	0	0.750758941941972	0.746036961253632
TCGA.D3.A2JO.06A	0.0712853016732938	0	0.0350804212652104	0.203612930355293	0.0333058497089594	0.605318320515779	0.0513971764814642	0	0.696979485737109	0.735476496617166
TCGA.ER.A19F.06A	0	0	0.0613679105973796	0.0135133692547568	0.0289900310371109	0.896128689110753	0	0	0.802486953331403	0.600096828344253
TCGA.D3.A2JK.06A	0.0905500547044362	0.0145545504367702	0.12832199707535	0	0.253983764396926	0.50218983407132	0.0103997993151968	0	0.727341028384443	0.744635665079624
TCGA.D3.A3C8.06A	0.0239432665277697	0	0.00741715254512951	0.458645535382818	0	0.503903035257795	0.00609101028648718	0	0.691971861252879	0.763678594247344
TCGA.EE.A2ML.06A	0.0610504669014395	0	0.0421208196746174	0.080910605159598	0.0367548911113193	0.776617026395061	0.00254619075796466	0	0.735983335404926	0.680022780079625
TCGA.ER.A2NH.06A	0.00926146057524542	0	0	0.328421241744489	0	0.656590888599785	0.00572640908047985	0	0.716603696194815	0.712153602285993
TCGA.OD.A75X.06A	0.0262748088918968	0.00156741233408286	0.191853604402942	0.0162740715301907	0.0886111860417392	0.64333571791702	0.0320831988821277	0	0.825365466046288	0.628708563504906
TCGA.EE.A2M5.06A	0.0176556538517897	0.00517561886440267	0.126891662826057	0.0488484445906917	0.0426674942030914	0.758761125663967	0	0	0.8918237499302	0.519822410028279
TCGA.BF.A3DM.01A	0	0.02473246745415	0.100016853254494	0	0.238755388437629	0.634632326366638	0.0018629644870882	0	0.608428765524271	0.78883236832707
TCGA.EE.A3JA.06A	0	0.0076767115274679	0.0734441498626743	0.155989075771884	0.0195744993312984	0.743315563506675	0	0	0.717929939665237	0.698311042099072
TCGA.EE.A3AA.06A	0.705948076075388	0	0.0708550359525928	0.00468011451705709	0.00795862557603629	0.210558147878925	0	0	0.876851962014993	0.700181521977091
TCGA.D3.A8GN.06A	0.27663590729179	0	0.0942607119042922	0.157007703253343	0	0.468194974452547	0.00390070309802819	0	0.890575826506715	0.667742375311241
TCGA.DA.A1HY.06A	0	0.0112638066471241	0.104810878122462	0	0.0955450173481369	0.788380297882277	0	0	0.967086707106241	0.399594217134038
TCGA.FS.A1ZF.06A	0	0.00895117303401093	0.172952633732095	0.0313056094487164	0.124827950174567	0.659704420221593	0.00225821338901743	0	0.776597268945029	0.662935929973924
TCGA.D3.A8GM.06A	0.199868110501455	0	0.1235669594833	0.0599538111317262	0	0.600012367750472	0.0165987511330477	0	0.631181043693401	0.781350677621917
TCGA.GF.A769.01A	0	0.0124292161875194	0.128493170719481	0	0.138590554218281	0.720487058874719	0	0	0.813384833028771	0.613646288215099
TCGA.EE.A2A0.06A	0.234988461815354	0.0116722080187071	0	0.0760593464347456	0	0.677279983731194	0	0	0.446340557445988	0.896202016515893
TCGA.EB.A299.01A	0.00829119130388843	0.022211886624403	0.0596972144495281	0.0412970641429378	0.162422813192414	0.69728789408536	0.00879193620146921	0	0.882356824183645	0.553389884746176
TCGA.D3.A3CC.06A	0	0	0.0458462681477231	0	0.0537354289218378	0.900418302930439	0	0	0.732526159609746	0.680440749164491
TCGA.EB.A57M.01A	0.0290013344404489	0.011816586935059	0.236947948529661	0	0.121782228600284	0.600451901494547	0	0	0.845478781380735	0.629726449158067
TCGA.EE.A2A6.06A	0.407183249251056	0	0	0.204918853597641	0.0157061074485764	0.308877313586495	0.0633144761162322	0	0.834434835104602	0.741524058211769
TCGA.EB.A3HV.01A	0	0.0121829244783002	0.12922285805531	0	0.188403000993352	0.659626305889377	0.0105649105836603	0	0.74202813561739	0.690086339928126
TCGA.D9.A6EC.06A	0.00804778711166376	0	0.131822651159999	0	0.09789913013762	0.762230431590718	0	0	0.705666747393596	0.706912586321684
TCGA.D9.A6EA.06A	0	0.00206065712495968	0.226388732048181	0.00114706673743947	0.0720173978931697	0.683267802924761	0.0151183432714891	0	0.781525825976048	0.653629186420134
TCGA.FS.A1YX.06A	0	0.00194629425154964	0.0902794850384947	0.00995489626936002	0.0659334641397107	0.829626825523188	0.00225903477769696	0	0.913284372321557	0.464062530574323
TCGA.EE.A2GS.06A	0.0127023926692684	0.00540984030958244	0.177768154316305	0.0829559360874312	0.0695200479471767	0.64446507555109	0.00717855311914666	0	0.711988957020757	0.717296328995933
TCGA.D3.A2JF.06A	0.281616032581017	0.000845053662163558	0.102535044827198	0.0837217146507778	0.0263521183719836	0.483415807146638	0.0215142287602222	0	0.719049496361148	0.754807194899225
TCGA.FS.A1ZK.06A	0.0107538314724869	0	0.173745360856155	0	0.0589680866925078	0.738009541537492	0.0185231794413585	0	0.732522126501189	0.686581889355773
TCGA.DA.A960.01A	0.066886214146715	0.00784636906645787	0.255219546861612	0	0.0690923320613382	0.579251492762048	0.0217040451018294	0	0.947066392601273	0.561200123717513
TCGA.FS.A1ZE.06A	0	0.00431344399018814	0.109936278375367	0	0.0341579717105249	0.85159230592392	0	0	0.792515250546935	0.614315770068942
TCGA.WE.AAA0.06A	0.545786591189813	0	0.21152049269878	0	0	0.238976875461619	0.00371604064978847	0	0.858632026014646	0.747521370108947
TCGA.FR.A8YD.06A	0.0304388475577535	0.0147282393108918	0.255403918233681	0	0.138855513982223	0.550887875079855	0.00968560583559521	0	0.751322294237505	0.714455360066436
TCGA.BF.AAP2.01A	0.014469293285068	0	0.162366422718813	0.0285372752012129	0.0524572717784588	0.711835300509714	0.0303344365067328	0	0.742191920162352	0.682160572621986
TCGA.EE.A29A.06A	0	0.00543933075810592	0.196497370432057	0.00375065247494974	0.0921867944035349	0.69946019136307	0.00266566056828182	0	0.866005216104477	0.569795921833828
TCGA.ER.A19K.01A	0	0.00549784818203494	0.182218341374737	0.0510321368999911	0.0540876579203442	0.692533584947016	0.0146304306758773	0	0.801894168124152	0.633738427907813
TCGA.EE.A29L.06A	0.21026987931821	0.0104932909376353	0.353632246508509	0	0.0560665357023832	0.369538047533263	0	0	0.668011872812515	0.81677323613288
TCGA.D3.A1Q7.06A	0.0517235478494104	0	0.0117802109636391	0.282221768180037	0.022271705277335	0.632002767729579	0	0	0.76257648416635	0.683658677537671
TCGA.EE.A3AD.06A	0.014850535659911	0.00627498592457091	0.243262958490065	0	0.118609521557923	0.609987445284355	0.00701455308317505	0	0.887635502305901	0.591031871335694
TCGA.EE.A3JH.06A	0.293275216799455	0	0	0.261154193512073	0.0339906363936954	0.411579953294777	0	0	0.707954232144288	0.782600736222905
TCGA.EB.A3XB.01A	0.0102975725148795	0.000357177200008534	0.115437323867164	0.0157994120756839	0.0416731742745028	0.806590058907259	0.00984528116050238	0	0.83263225523735	0.575651905487763
TCGA.D3.A2JE.06A	0.243802839067125	0.00882424930929598	0.24378263351294	0	0.102296120372274	0.395343541963759	0.00595061577460602	0	0.648503788383134	0.814611932245405
TCGA.EE.A29D.06A	0.0194202401328956	0	0.178463552469809	0	0.0772709883434727	0.716677607665207	0.00816761138861538	0	0.711107818269041	0.706970613951031
TCGA.EB.A5UM.01A	0.223057287056005	0.00599609132343417	0.223984461578573	0.138110675955204	0.0444415541345109	0.324005956878637	0.0404039730736358	0	0.798488973054978	0.779514006687067
TCGA.D9.A1JW.06A	0.182557244109909	0	0.0237449579675505	0.0205569615278905	0.0345083429552703	0.728615267309999	0.0100172261293808	0	0.725611144962691	0.696160543638034
TCGA.D3.A1Q5.06A	0.037764067786034	0.0130746808627333	0.32168299581269	0	0.11113297303589	0.464686172633816	0.0516591098688365	0	0.53952459867941	0.843778196350418
TCGA.BF.A5EO.01A	0.0263793756846716	0.015420304028259	0.091000160266665	0.039366609068414	0.141224518091204	0.668653600646664	0.0179554322141218	0	0.933711819139426	0.515545935474461
TCGA.D3.A3CF.06A	0.589620084085163	0	0	0	0.0148520377398738	0.395527878174963	0	0	0.839498321854039	0.689050941781773
TCGA.D3.A5GU.06A	0.00366567501294142	0.0014224212354838	0.136665927149859	0.0963242937711115	0.0506054295607223	0.711316253269882	0	0	0.743565843946493	0.680184873189228
TCGA.XV.AB01.06A	0.14538277811375	0	0.123468204023749	0	0.0857686105371575	0.625803526288016	0.0195768810373269	0	0.711871401235541	0.722755218065795
TCGA.ER.A19B.06A	0	0.0237319726095801	0.136068023134557	0.114355624711166	0.260822818974418	0.422794814297133	0.0422267462731454	0	0.306721470250074	0.942978000406945
TCGA.D3.A5GO.06A	0	0	0.174334889768304	0	0.0678667212823477	0.748563566264402	0.00923482268494671	0	0.921133691968098	0.487880859974772
TCGA.GN.A8LN.01A	0.0151521140785642	0.0163851347617723	0.132616813509308	0	0.158101784868185	0.675089819778809	0.0026543330033614	0	0.811727052175049	0.628607347289738
TCGA.YG.AA3O.06A	0	0.00196853079359067	0.0828564893846949	0.0747565142541016	0.0308880490433028	0.80953041652431	0	0	0.790284361448925	0.621255002912916
TCGA.EE.A2MM.06A	0.0223133901135665	0	0.0931587340692971	0.0206240343319631	0.0390650282812669	0.824838813203907	0	0	0.728683641839752	0.68356634375692
TCGA.QB.A6FS.06A	0.453329510909289	0	0.0216191942218544	0	0.05041719853906	0.470749254828376	0.00388484150142074	0	0.707099197587825	0.755094465792521
