baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_zeros	percent_zeros
ACAP3	115.293733834268	-0.239297140641722	0.204824840170608	-1.16830136638896	0.242685224406506	0.560998052448238	0	0
C1orf159	80.5871766930029	-0.0289378276605449	0.102304265121805	-0.282860422545346	0.77728383429996	0.908350752658201	0	0
CA6	4.82311725313741	0.385738470189925	0.369737817514609	1.04327567242884	0.296820634903908	NA	1	0.0434782608695652
NPHP4	66.3316457339607	-0.0557615077857287	0.115991334639151	-0.480738565162671	0.630702318278644	0.83315745936953	0	0
FBXO44	141.043653233854	-0.155486066086607	0.159847882875254	-0.972712702162896	0.330696110423534	0.639229040731578	0	0
SLC2A5	18.6004149462356	-0.390060074526115	0.226381038337497	-1.72302449617976	0.0848840952999869	NA	0	0
RERE	914.698116678322	0.057942441209147	0.0640851029380368	0.904148367603792	0.365916734166471	0.67060340148242	0	0
CFAP74	27.2257584919236	-0.0706878176825612	0.180633676890098	-0.391332440880165	0.69555152261493	NA	0	0
PRDM16	8.57686170534477	-0.111572395374256	0.27304768187241	-0.408618724060041	0.682819487561976	NA	1	0.0434782608695652
FHAD1	33.1456286591429	-0.057376279674129	0.185749596663395	-0.308890467084583	0.757404848616887	NA	0	0
EFHD2	70.9541348385798	0.241208128012423	0.214153507657646	1.12633283783531	0.26002466324767	0.577791515865461	0	0
PEX14	123.506843419155	-0.113500813978029	0.0912280897829352	-1.24414327043445	0.213446838150468	0.531972219470207	0	0
PGD	52.6627232851386	-0.00674862999520625	0.137341274288357	-0.049137668411588	0.960809584599426	0.986037412169173	0	0
PLCH2_ENSG00000149527	52.0935340122399	-0.206618725091886	0.262353651081605	-0.787558031840073	0.430955271267973	0.718835645614585	0	0
PRXL2B_ENSG00000157870	17.7017226141315	-0.108294730966083	0.227491251549231	-0.476039101409782	0.634046521304702	NA	0	0
TNFRSF14_ENSG00000157873	3.40561144933686	-0.0251023242192311	0.44479132431835	-0.0564361821978	0.954994333648768	NA	4	0.173913043478261
PANK4_ENSG00000157881	14.1674235580402	-0.175320022770451	0.321239646426585	-0.545760850880896	0.585230337328981	NA	0	0
PEX10	19.0094891543807	-0.259135327820513	0.265136604457562	-0.9773653409746	0.328388315243721	NA	0	0
RER1	43.9351472261499	-0.325323965757946	0.217844476172924	-1.4933771627962	0.135338487438829	0.438049481692128	0	0
SKI	97.1891537905249	0.0781407590862986	0.147987901943491	0.528021264306705	0.597484577123918	0.817292305115433	0	0
TPRG1L	52.3765315826112	0.234782789477208	0.177192991936953	1.32501171130259	0.185167267013552	0.498717978791888	0	0
RNF207	18.7935717755796	-0.0635917403065556	0.188605144829556	-0.337168640675332	0.735989775720611	NA	0	0
GPR153	17.3081998148979	0.352937208641938	0.199970999002968	1.76494196859365	0.0775735192669307	NA	0	0
DFFA	52.2393670203327	-0.188677335093283	0.173791700876149	-1.08565215796893	0.277632914549244	0.59240327200197	0	0
ATAD3B	44.7271165053521	-0.248296554529284	0.243861342279865	-1.01818743474449	0.308588889691504	0.619506468667438	0	0
SSU72	85.9711735711015	-0.165950643961103	0.137075155400757	-1.21065442877613	0.226027874692003	0.546482522012591	0	0
UBE2J2	46.6188543239737	-0.137375897517283	0.137987294542128	-0.995569178837271	0.319459516273171	0.629465231666985	0	0
NOL9	54.4178014878582	-0.128258943254691	0.161774970285577	-0.792823160642707	0.427880860589716	0.716386124277974	0	0
KLHL21	28.9081729395362	0.101491430334228	0.154549867497047	0.656690503705336	0.511379941756872	NA	0	0
SLC45A1	47.144693988531	-0.374951678332099	0.138869911327489	-2.7000210106556	0.00693350971715713	0.117898256984319	0	0
LZIC	53.0235774810254	-0.0085079131131063	0.124098932373563	-0.0685575044875949	0.945341845743497	0.979795676994674	0	0
RBP7	7.78219223524638	-0.0543231948240912	0.309730780722404	-0.175388428290498	0.860774432544577	NA	2	0.0869565217391304
DRAXIN	9.66635889128325	-0.209559931088414	0.250824248408513	-0.835485135181617	0.403444612992276	NA	0	0
PDPN	8.56694905386433	-0.223781446049892	0.250214790794297	-0.894357385266901	0.371130705447929	NA	2	0.0869565217391304
LRRC38	18.5843974502731	-0.198166620729966	0.17388667027955	-1.13963088954077	0.254440110648366	NA	0	0
DHRS3	15.2929891169866	-0.139499897456372	0.222001931343197	-0.628372449790613	0.529759980563854	NA	0	0
SCNN1D	17.6494561372751	-0.284636646392591	0.23400322609576	-1.21637915485879	0.223840520912872	NA	0	0
FAAP20	53.39878848872	-0.466054437952714	0.177422061391547	-2.62681221431755	0.0086188883821483	0.128089371762056	0	0
MEGF6	3.09214421794345	-0.884598932780414	0.41454095497883	-2.13392409641549	0.0328489946365355	NA	2	0.0869565217391304
DFFB	36.6125121182678	-0.0686580021510642	0.139291454676363	-0.492908931926856	0.622076935857218	NA	0	0
PUSL1	4.95171878803696	-0.539615086834438	0.343361451606269	-1.57156571976872	0.116051301800698	NA	2	0.0869565217391304
CLSTN1	616.082905072887	0.25073955798517	0.122190518172022	2.0520377664016	0.0401659922459388	0.245852657971537	0	0
PIK3CD	63.9297738863332	-0.254725429835818	0.145536373664552	-1.75025269231276	0.0800747201371368	0.33830748820234	0	0
SLC25A33	58.6624672763207	-0.0938354217592177	0.164670531465373	-0.569837365096193	0.568788010105262	0.799249398421895	0	0
SPSB1	10.675534909441	0.0458642671117986	0.240567074616424	0.190650641551541	0.848799311589436	NA	1	0.0434782608695652
PLEKHG5	46.0178301745882	-0.0659839199924915	0.155143957212583	-0.425307702459068	0.670612379320934	0.856253335231421	0	0
TMEM51	34.2032656812681	-0.000682642320107257	0.179357886239719	-0.003806034596075	0.996963231089633	NA	0	0
CAMTA1	1197.88344980088	0.173134409817646	0.0775338324523703	2.23301756589943	0.0255477860108512	0.205553747542917	0	0
EXOSC10	101.37707362201	-0.24746674414628	0.126049709509156	-1.96324723880704	0.0496174528159244	0.268148842315156	0	0
NMNAT1	37.7074360154706	-0.23824046023902	0.192864094656343	-1.23527637771837	0.216727662127137	NA	0	0
TAS1R1	15.5668318814947	-0.190419918305756	0.245189098351888	-0.776624734075537	0.43738020438549	NA	1	0.0434782608695652
TMEM51-AS1	14.4390377474206	0.145985957820183	0.234437409584455	0.622707604895251	0.533476684308042	NA	0	0
NPPA	4.91236574363076	-0.53933403597105	0.377551843099464	-1.4285032528075	0.153147059032779	NA	2	0.0869565217391304
AURKAIP1	58.791436281225	-0.611338239898504	0.273679950994268	-2.23377064223205	0.0254981681571029	0.205553747542917	0	0
B3GALT6	20.3980847830535	-0.0444528467001874	0.256778896173511	-0.17311721236682	0.86255929570869	NA	0	0
MTHFR	44.2612440141465	-0.0470100795012597	0.160364267887012	-0.293145599831389	0.76941086331879	0.90569959888525	0	0
PRDM16-DT	1.1069193996323	-0.434275075757178	0.866349351477519	-0.501270157375361	0.616181004882883	NA	11	0.478260869565217
CTNNBIP1	51.7339780899718	-0.240888169293209	0.137820100806138	-1.74784496516984	0.0804908767777613	0.338850567016946	0	0
VWA1	9.50610299008317	0.689635413497813	0.40686245074741	1.69500874861012	0.0900737611704999	NA	2	0.0869565217391304
TNFRSF18	1.60118774960185	-0.606126282073619	0.619198975554204	-0.978887733997162	0.327635453491996	NA	8	0.347826086956522
ISG15	37.6655849465728	-0.699571974140012	0.257163699914467	-2.72033717967462	0.00652153797865391	NA	0	0
GABRD	152.310705336573	-0.0325188125864812	0.20005174180414	-0.162552009261277	0.870871175356491	0.947628260082462	0	0
KLHL17	9.94902971148036	-0.372295352033136	0.243493344902185	-1.52897547233865	0.126270524550013	NA	1	0.0434782608695652
AGRN	2.40255143563616	-0.234297091120885	0.471763504989314	-0.496640983549992	0.619442246734249	NA	4	0.173913043478261
HES4	51.5508871024593	-0.0631492645002152	0.241553024561261	-0.261430237170141	0.793760741691874	0.915416702102208	1	0.0434782608695652
TMEM201	24.6180511426642	0.087277314575517	0.220020037901697	0.396678936190857	0.691604234996958	NA	0	0
NOC2L	59.3758212928544	-0.108966561823394	0.184273760745297	-0.591329776863931	0.554299481891965	0.792658668985266	0	0
KAZN	2363.02639423647	-0.0309474179329839	0.132449853187412	-0.233653848518763	0.815253719535017	0.924941178292101	0	0
MMP23B	43.3784892724623	-0.137425525744262	0.183178898605939	-0.75022574537855	0.4531187554967	0.72848302283502	0	0
AJAP1	132.253860224669	0.153558605230128	0.120980459438455	1.26928436164723	0.204339661880512	0.521874578177279	0	0
MIB2	41.6391488713466	0.100381078409038	0.181300787140948	0.553671498022777	0.579803684710351	0.807300521324712	0	0
ATAD3A	32.0286338290435	-0.095158067361566	0.160356092666875	-0.593417223998143	0.552901964739021	NA	0	0
HES5_ENSG00000197921	4.06838990712507	0.796854164208319	0.657678589332421	1.21161639915505	0.225659254129564	NA	7	0.304347826086957
MTCO3P12	12.3782310828659	0.755423852553929	0.618667625726117	1.22104959293337	0.222067243288739	NA	3	0.130434782608696
MTOR	143.655208599137	-0.050424464584262	0.0845100337598261	-0.59666837582347	0.550728810372115	0.790713875198264	0	0
C1orf174	15.3303383808669	-0.0251524855331679	0.235333963779481	-0.1068799638149	0.914884208688068	NA	0	0
DISP3	36.5663404243957	0.218629185870915	0.176247674744483	1.24046564692484	0.214803212916752	NA	0	0
ZBTB48	17.4046689325021	-0.555249456074026	0.278178132455017	-1.99602122270992	0.0459316127883962	NA	1	0.0434782608695652
TMEM240	3.86969778114028	0.0748934587981417	0.422216797530993	0.177381523511376	0.859208719288459	NA	4	0.173913043478261
_ENSG00000215014	5.98048778356888	-0.217711698584227	0.319385837034593	-0.681657335233203	0.495455651335238	NA	1	0.0434782608695652
TNFRSF25	35.6859392854615	-0.207739964025326	0.247205725054435	-0.84035256052254	0.400710739472228	NA	0	0
SLC35E2A	4.03344383323685	-0.238814576184779	0.402482201342885	-0.593354377878008	0.552944014112793	NA	2	0.0869565217391304
TTC34_ENSG00000215912	3.14149093333193	-0.476343938023954	0.420102297544039	-1.13387606020893	0.256846540369002	NA	3	0.130434782608696
ATAD3C	4.866415816435	-0.31216188770381	0.365269399207902	-0.854607279943908	0.392768596032916	NA	0	0
_ENSG00000217801	2.59142769536499	0.156301761754796	0.479257564530081	0.326133113638075	0.744323644420568	NA	3	0.130434782608696
CCNL2	88.465158902147	-0.13960197853509	0.130360949669282	-1.07088801431143	0.284219785715976	0.596183408881413	0	0
CPTP	18.7131408536899	-0.0921952668063911	0.300465596277441	-0.306841342065868	0.758964138732005	NA	1	0.0434782608695652
MRPL20-AS1	7.68620203158526	-0.376180997934501	0.307807159046101	-1.22213206184122	0.221657690283623	NA	1	0.0434782608695652
MTND2P28	86.1620170991494	2.88460612559464	0.804330636405951	3.58634371865299	0.000335346884796244	0.0309138881331292	0	0
MTND1P23	80.3132978071113	-1.75381850628137	0.703355331857489	-2.4935028240274	0.0126489578096737	0.15118254355997	0	0
_ENSG00000226849	18.3378805301706	-0.39157438988728	0.287076785505621	-1.36400576311878	0.172565751848893	NA	2	0.0869565217391304
WASH7P	13.3623124866275	-0.751918155329143	0.392655716479527	-1.91495532542017	0.0554982012023291	NA	2	0.0869565217391304
TP73-AS1	11.8558378033535	-0.164018643152465	0.211902421314183	-0.774029112717303	0.438913575337853	NA	0	0
_ENSG00000227775	20.1262175615291	-0.415974703123398	0.201838222413459	-2.06093126539376	0.0393095979933021	NA	0	0
_ENSG00000228463	19.8517661894876	0.110352185513718	0.344569337053637	0.320261188814199	0.748770341762378	NA	1	0.0434782608695652
FNDC10	35.5883557012697	-0.381272425108998	0.404072990111151	-0.943573152474554	0.345387817051426	NA	0	0
LINC01128	37.6540236853314	0.249939332277399	0.141088446713555	1.77150814329142	0.0764762397296338	NA	0	0
_ENSG00000230021	114.18143786063	0.128909566582253	0.215044809132573	0.599454444412012	0.548869880083689	0.789694679178329	0	0
_ENSG00000230092	6.95273815673276	0.316045567398916	0.320408417067187	0.986383473604701	0.32394497172889	NA	1	0.0434782608695652
LINC01786	6.46539311307592	-0.188084834415064	0.295721160709655	-0.636020885227519	0.524762809426681	NA	1	0.0434782608695652
PIK3CD-AS2	5.20137939532523	-0.249143562848841	0.37476120541911	-0.664806173227598	0.506174473714977	NA	3	0.130434782608696
RERE-AS1	11.5891927037571	-0.528360464958127	0.320754205601532	-1.64724407577839	0.0995078876397974	NA	0	0
CICP27	4.86106599025794	0.644996119402979	0.393715104495713	1.63823056834235	0.101373605183569	NA	0	0
_ENSG00000234396	5.03883729959385	-0.542537766958958	0.317908063727161	-1.70658699436004	0.0878988441974682	NA	1	0.0434782608695652
ANKRD65	5.64673247784611	-0.771296091912932	0.377172794967738	-2.04494094537997	0.0408606805444602	NA	4	0.173913043478261
_ENSG00000236948	11.2463259510044	-0.187930334867738	0.244653167685602	-0.768150016799466	0.442398064667522	NA	0	0
_ENSG00000237094	36.2065024768817	-0.20935191873378	0.170654593426381	-1.22675818171922	0.21991349264866	NA	0	0
_ENSG00000237365	12.5882507639281	-0.772622299671621	0.379761487898002	-2.03449355527893	0.0419018577338288	NA	3	0.130434782608696
LINC01409	71.0925854607962	0.308719178911862	0.173375353257176	1.78064051845895	0.0749711960358843	0.327309398468998	0	0
MTCO1P12	91.74073730162	-1.41371462514881	0.733855241521019	-1.92642164988655	0.0540517462864601	0.278905071688547	0	0
_ENSG00000238290	19.4732632439113	0.160365376101767	0.264639178819182	0.605977455104402	0.544529724082512	NA	0	0
_ENSG00000241860	5.33523961036715	0.26325456364302	0.302802876447275	0.869392545842801	0.384632458853144	NA	1	0.0434782608695652
MRPL20	73.0927657946422	-0.222400791884746	0.19841960050928	-1.1208610001931	0.262347033827904	0.578361243608397	0	0
CDK11B	62.204116807403	-0.448344727115439	0.169912860672891	-2.6386744672528	0.00832308609313197	0.127131818875332	0	0
MTATP6P1	585.469084989232	0.686513605543329	0.381422131805463	1.79987879123247	0.0718797792165468	0.320428399566952	0	0
CENPS-CORT	11.8440622145011	-0.478783289280534	0.240365942727677	-1.99189321019148	0.0463827761115238	NA	0	0
_ENSG00000268575	8.35556747799296	-0.300203581819437	0.349132592122446	-0.859855506455126	0.38986869756751	NA	1	0.0434782608695652
_ENSG00000272106	10.5615751274171	0.456720118982494	0.230257931705529	1.98351525004829	0.0473099053471836	NA	0	0
_ENSG00000272449	3.7249375388286	-0.387138950259222	0.433757142043596	-0.892524670453293	0.372111775469945	NA	7	0.304347826086957
WASH9P	16.4198985418968	-0.569013888902348	0.321313320215771	-1.77090040500107	0.0765772650048959	NA	0	0
STPG1	28.1555940849551	-0.0721405979360655	0.151718900552848	-0.475488536188918	0.634438802319238	NA	0	0
NIPAL3	106.827667193771	0.0465558975570406	0.147253152313107	0.316162315208356	0.751879309843231	0.898008496491981	0	0
KDM1A	115.066322530036	0.0318126016362357	0.0869787518137522	0.365751415982102	0.714550575967686	0.878095455223589	0	0
PAX7	7.13596502201324	0.0747502393440944	0.303051052959036	0.246658899925349	0.805172216961545	NA	1	0.0434782608695652
FAM76A	41.2304764612094	-0.112191041879434	0.120353357704569	-0.932180406256957	0.351243299691732	0.65845592512303	0	0
ELOA	35.7845265674898	0.0963456405293554	0.185617022729032	0.519056060230009	0.603721648374881	NA	0	0
LYPLA2	28.727662082522	0.079135570104216	0.195732831858852	0.404304016616296	0.68598917219926	NA	0	0
FBXO42	194.572375801961	0.0774731832643648	0.0893913055949323	0.866674703414969	0.386120269574926	0.686722851667978	0	0
SLC66A1	21.4560056399183	-0.216420544556513	0.194646383339935	-1.11186522370955	0.266196103080252	NA	0	0
AKR7A2	19.365472901992	-0.124187502838167	0.187381659698214	-0.662751643027266	0.507489628726763	NA	0	0
MRTO4	28.1967858003626	-0.275937062883049	0.166138574205943	-1.66088498232206	0.0967365489493422	NA	0	0
SZRD1	29.3738727199099	-0.0661371203617519	0.148710110708417	-0.444738559111358	0.656508700362839	NA	0	0
PITHD1	104.589596549281	0.253140366326642	0.15939456223648	1.58813677690635	0.112255413680766	0.402166879784711	0	0
CROCC	73.8426665288837	-0.0711269829259538	0.13806984880468	-0.515152175089098	0.60644668561777	0.822297309188179	0	0
PIGV	6.34511746964186	0.369551339240641	0.308867005541341	1.19647399239987	0.231511641813935	NA	0	0
PTPRU	34.4282616775041	-0.0416827761845288	0.185921054670088	-0.224196104408368	0.822604714560755	NA	0	0
SPEN	149.535540808295	0.206126475452027	0.0766861519288705	2.68792305086865	0.00718979629437097	0.119530278808764	0	0
CDC42	219.50014094569	0.0940476358986184	0.118020488741014	0.796875499346541	0.425523341485916	0.713549380067409	0	0
ARHGEF10L	60.0040094995582	-0.241676917426242	0.131310057527362	-1.84050576153226	0.0656940191765755	0.304822047521631	0	0
EIF4G3	1144.99643972538	0.0727907663524769	0.0608757134050196	1.19572752877956	0.231802904926259	0.551710983240074	0	0
RAP1GAP	158.239106634565	-0.175310808605615	0.144527272897854	-1.21299464862606	0.225131866500831	0.545669325487304	0	0
CAPZB	245.010049837097	-0.260547184086001	0.122524085554295	-2.12649768335175	0.0334618419454083	0.228632817335362	0	0
CROCCP3	93.9370187264508	-0.103353537907529	0.15430528281136	-0.669799089340839	0.502985874187448	0.763701552734056	0	0
ASAP3	21.6322218779885	-0.0712486392743687	0.16020211038968	-0.44474220159186	0.65650606775073	NA	0	0
SLC9A1	54.760326592808	0.0383164281057368	0.132140406173009	0.289967536921067	0.771841072920545	0.907136002333724	0	0
NUDC	98.2819429283068	-0.411117272738877	0.153017706451537	-2.68673006721013	0.00721552377544391	0.119530278808764	0	0
MUL1	23.1122398852938	-0.165630579121575	0.179277294609444	-0.923879287014014	0.355549168387159	NA	0	0
USP48	186.202881740457	0.0266255780758994	0.0945521852972202	0.281596644141045	0.778252813706977	0.908714562458083	0	0
DNAJC16	109.03206558874	0.197489411383269	0.121546116713009	1.62481053878155	0.104202934785425	0.387274269119154	0	0
OPRD1	75.9105132140381	-0.0608974901975474	0.18076167713309	-0.336893810476821	0.736196951387991	0.889193945239713	0	0
SRSF4	140.671223491061	0.0699768234526262	0.0953725881466769	0.733720504103405	0.463119099272129	0.735904279710453	0	0
MECR	45.3292895476478	-0.380200579106031	0.212309013312879	-1.79078868660998	0.073327211434468	0.323904398875232	0	0
AGMAT	11.779504280468	-0.206259929420351	0.237572653330554	-0.86819727156629	0.385286347645145	NA	0	0
PLEKHM2	87.8992652321143	0.0549696144790295	0.105021681743386	0.523412057077358	0.600687535508028	0.820041401313475	0	0
ZBTB17	28.1692047941707	-0.595303702026427	0.180052805533584	-3.30627284735861	0.000945459741140772	NA	0	0
PADI2	12.4695782710496	-0.318072403693588	0.256088657659935	-1.24204018483303	0.214221735916224	NA	0	0
SDHB	87.0218804769359	-0.0971262864735928	0.117598023738573	-0.825917676044541	0.408850792863982	0.702310453811552	0	0
IGSF21	94.3409359345047	0.0162201206563815	0.123546686923906	0.131287378562986	0.895547975816923	0.960167065467917	0	0
PINK1-AS	8.54664207373662	0.316161398958248	0.269210220478651	1.17440340264986	0.2402334830031	NA	0	0
KIF17	16.5469107595672	-0.304808242042581	0.251311871481206	-1.21286845800826	0.225180116739512	NA	0	0
ECE1	70.6271814626428	-0.0598657836249767	0.127328159688349	-0.470169236494937	0.638234111250378	0.837739410390239	0	0
HMGCL	31.1132430322343	-0.0826540470024188	0.149232492023716	-0.553860931232614	0.579674024580166	NA	0	0
GALE	27.0532932801513	-0.200638875338974	0.220959876057854	-0.90803307332794	0.3638607480966	NA	0	0
ID3	1.54807700106569	-0.46314704066287	0.584917301589428	-0.791816277966705	0.428467809476272	NA	11	0.478260869565217
RCAN3	36.1278500777385	0.00736992134870067	0.208873966558683	0.03528405894772	0.97185323453308	NA	0	0
SYF2	43.3925968777704	-0.177362965193604	0.164332489919165	-1.07929335994878	0.280456972015633	0.595255285761779	0	0
RSRP1	260.047430598545	-0.255744971343331	0.148706310229818	-1.7197990518902	0.0854689750288674	0.349981448392785	0	0
STMN1	489.602659160819	-0.32059727910051	0.199613996218953	-1.60608617217829	0.10825497766817	0.395559947199556	0	0
MTFR1L	49.822715152821	0.130485214363287	0.12071130894697	1.08096926047427	0.279710787604056	0.594682873258739	0	0
MAN1C1	138.958170826894	-0.0358406601669474	0.104673298558603	-0.342404994019383	0.73204613070889	0.887557216154715	0	0
RPS6KA1_ENSG00000117676	10.9280671597145	-0.20069506321119	0.227330312049261	-0.882834591665455	0.377325647704123	NA	0	0
DHDDS	80.9777684791644	-0.370212286490609	0.152724501775577	-2.42405299861198	0.0153483653829182	0.165658127119792	0	0
ARID1A	176.585429156057	0.209286718493691	0.0796746680240598	2.62676611881824	0.00862005593887974	0.128089371762056	0	0
RPA2	30.7933666015026	0.132914991583646	0.15180796953412	0.875546863524658	0.381276422988469	NA	0	0
PPP1R8	32.5681843622602	-0.0234042324793804	0.141130601734211	-0.165833860210256	0.868287698455535	NA	0	0
STX12	158.594935010739	-0.0465618212552828	0.0921900061978108	-0.505063652511052	0.613514129480187	0.826200363459031	0	0
TAF12	49.510503591556	0.00796673431633348	0.136824259981719	0.0582260362116916	0.953568582001659	0.984028431685277	0	0
HNRNPR	120.779424378526	0.236604251170027	0.104757442022495	2.25859133825758	0.0239088171125346	0.200151722917015	0	0
ZNF436	11.4905275641943	0.435742147691047	0.291688695524467	1.49386025024922	0.135212149807301	NA	1	0.0434782608695652
DNAJC8	83.4533359316245	-0.0257244034098246	0.119741407877851	-0.214832979382256	0.82989753934536	0.929661098476118	0	0
AHDC1	96.8872439553585	0.27412564252326	0.115847342918081	2.36626611900026	0.017968523342994	0.177981663584174	0	0
IFI6	64.2413841562716	-0.0968565444888083	0.227968821369113	-0.424867505596232	0.670933263725401	0.856530437452536	0	0
AUNIP	21.9659871540088	-0.306007664702855	0.220255680749642	-1.38932927251345	0.164732646495738	NA	0	0
EMC1	46.6122627232412	-0.0276351350560253	0.141516465845642	-0.195278583950563	0.845174861851514	0.935842788089345	0	0
PLA2G5	3.16718651029016	-0.17491025554076	0.428399835033695	-0.408287401714342	0.683062687390939	NA	2	0.0869565217391304
UBR4	117.919217404464	-0.0329770502192138	0.0866860971319327	-0.380419136519944	0.703634311645744	0.872743595750106	0	0
HP1BP3	264.269119394216	0.288907419656545	0.109037393814851	2.64961780127575	0.00805828738671334	0.125336550688672	0	0
CEP85	33.0167703910891	-0.0993785537579771	0.141189464598208	-0.703866637930707	0.481515829630813	NA	0	0
SESN2	29.2451982583601	-0.109507591009569	0.156957927340135	-0.697687545097744	0.485372618899451	NA	0	0
ATP5IF1	215.05636702328	-0.756078909958263	0.263710300418665	-2.86708144792948	0.00414276380811188	0.0994806793803707	0	0
MED18	5.06698623990534	-0.236790485124201	0.32457892708302	-0.729531295368523	0.465676731575335	NA	2	0.0869565217391304
THEMIS2	5.24368997027544	-0.519318804078087	0.33822867158297	-1.53540739656275	0.124683787996244	NA	1	0.0434782608695652
