baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_zeros	percent_zeros
INTS11	12.1983076771077	-0.0909171278571469	0.235352150764871	-0.386302515450465	0.699272637768325	0.969107045990106	0	0
LRRC47	8.2711501516267	0.174012084870053	0.266007395842354	0.654162581904975	0.513007065792908	0.94736793753179	0	0
UBE4B	58.0662357537335	0.0693955950004659	0.10819375428651	0.641401118374154	0.521262106549436	0.94845682941673	0	0
CASZ1	1.7048222080502	-0.843816072735551	0.60828947951968	-1.38719491483208	0.165382335654736	NA	5	0.217391304347826
ACAP3	70.5278400734986	-0.260578732624249	0.24814764084143	-1.05009554691178	0.29367418589813	0.881220233554918	0	0
C1orf159	10.9435625900083	-0.265278356842347	0.243187942494348	-1.09083679939647	0.275344700746026	0.872946100616402	0	0
CA6	0.939692438268245	0.109185454919576	0.643098080931357	0.169780408552068	0.86518283493753	NA	7	0.304347826086957
NPHP4	6.13559931675517	-0.150783204726505	0.275737121278158	-0.546836798859584	0.584490859128421	0.956739650830524	2	0.0869565217391304
FBXO44	12.0256122208727	-0.333066385791831	0.259410973350246	-1.2839332950736	0.199165296205945	0.832252440730873	0	0
SLC2A5	3.99372682902896	-0.559039969592623	0.39328286901295	-1.42147043169128	0.155180043599086	NA	1	0.0434782608695652
RERE	262.752695074126	0.0944644093393308	0.0797643502690472	1.18429359758714	0.236296862346191	0.855805940667971	0	0
CFAP74	3.96452216843265	-0.0703961091057205	0.35713420659717	-0.197113879895364	0.843738421926718	NA	1	0.0434782608695652
PRDM16	4.03348423573178	0.257004140475612	0.363211652013676	0.707587818426968	0.479201259797566	NA	2	0.0869565217391304
FHAD1	4.98788696086723	-0.0900358839453487	0.340987705462659	-0.264044370230845	0.791745729080949	0.98074132181153	1	0.0434782608695652
EFHD2	4.72292295320107	0.0253970643998835	0.369236781622315	0.0687825960574581	0.945162671608542	0.99436160763972	1	0.0434782608695652
PEX14	24.3721660766426	0.0890894419829746	0.149284841310377	0.596774871453621	0.550657697081213	0.951098502287253	0	0
PGD	8.50974558667379	-0.17619421369736	0.24409441134339	-0.721828134973117	0.470400149329562	0.94030476255228	0	0
PLCH2_ENSG00000149527	1.92931996737546	0.647350817269044	0.656361459653138	0.986271828957089	0.323999739865036	NA	10	0.434782608695652
PRXL2B_ENSG00000157870	1.64929791311407	-0.597981362223387	0.619650911768269	-0.965029423610393	0.33453007451695	NA	7	0.304347826086957
TNFRSF14_ENSG00000157873	1.52465307602922	-0.310485753932378	0.607848434064471	-0.510794692447042	0.609494826041231	NA	6	0.260869565217391
PANK4_ENSG00000157881	1.47381654005265	-0.859658252166065	0.632248609940066	-1.35968389435851	0.173929976895258	NA	7	0.304347826086957
PEX10	4.33673840991763	-0.353825506321114	0.40432874687398	-0.875093618884816	0.381522968820297	NA	3	0.130434782608696
RER1	9.99400843968537	-0.296423945351022	0.25785702135287	-1.14956708875255	0.250322219914272	0.862862043379728	0	0
SKI	14.7374909654613	0.119764087926215	0.203277511617472	0.58916545648978	0.555750287208408	0.952268663384984	0	0
TPRG1L	6.39553600566188	0.0237610305585106	0.353349104775589	0.0672451981266547	0.946386503628719	0.99436160763972	0	0
RNF207	0.667507326854395	-0.174698925304379	0.876567962888257	-0.199298779673344	0.842029033705772	NA	12	0.521739130434783
GPR153	3.94986594669921	0.150577486654662	0.368368621357512	0.4087684941778	0.682709562928166	NA	0	0
DFFA	8.42538101994713	-0.408460292320931	0.252384273234184	-1.61840627819914	0.105575069896468	0.745279022868034	0	0
ATAD3B	6.17555780191858	-0.177603317440562	0.378634099371535	-0.469063187217823	0.639024471338884	0.963808591308612	1	0.0434782608695652
SSU72	10.0648639104306	-0.471211031553426	0.228103729752851	-2.06577521579318	0.0388497093413066	0.65329817831018	0	0
UBE2J2	8.43261239035835	0.0313181099498172	0.250568277986607	0.12498832733923	0.900532791304595	0.992801276562731	0	0
NOL9	12.1137881696656	-0.00981981420408103	0.216633567360826	-0.0453291441567092	0.963844957629665	0.997193294897929	0	0
KLHL21	5.51019963957943	-0.0564672237762926	0.301721019025087	-0.187150447651105	0.851542675341805	0.98784463513735	0	0
SLC45A1	5.27718302373659	-0.303969944496955	0.308335222064001	-0.985842429749594	0.324210441136612	0.892747339844508	0	0
LZIC	11.8474885590602	0.0919420291608685	0.206986666450791	0.444193004010366	0.656903049847152	0.965049500677145	0	0
RBP7	2.38618013927326	-0.0889744117026805	0.542304987414557	-0.164067109408059	0.869678313801689	NA	5	0.217391304347826
DRAXIN	2.0149804942002	0.242353274427415	0.499233708608593	0.485450541997403	0.627356787716813	NA	4	0.173913043478261
PDPN	8.94294492870037	0.0264138968106516	0.285137445166381	0.0926356648641458	0.92619300909423	0.99436160763972	0	0
LRRC38	1.28628291075786	-0.36779714593091	0.722554146091252	-0.509023646076291	0.61073564971486	NA	8	0.347826086956522
DHRS3	1.48811628851247	0.294976535712481	0.55535191261623	0.531152462089963	0.595313132133201	NA	6	0.260869565217391
SCNN1D	5.86716087485116	-0.644801351051156	0.372666045096952	-1.73023906936143	0.0835875706727888	0.723903816662439	2	0.0869565217391304
FAAP20	6.73159559437592	-0.625684288847092	0.280080364893414	-2.23394556446397	0.0254866550155626	0.592631227042014	0	0
MEGF6	0.465830929305125	-0.273380524556718	0.992260308280966	-0.275512909541181	0.782922209084478	NA	14	0.608695652173913
DFFB	3.17768569564187	-0.0429760929208914	0.395000716865098	-0.108800037787194	0.913361093847612	NA	4	0.173913043478261
PUSL1	0.853776423233089	-1.78460499836755	0.847974422802551	-2.10455050338599	0.0353304540355009	NA	14	0.608695652173913
CLSTN1	103.260922338501	-0.124037958451033	0.109681127316216	-1.13089609385055	0.258098827581598	0.864552679450269	0	0
PIK3CD	6.35420135922379	0.558443664782903	0.299696534047423	1.86336377415208	0.0624111031328255	0.702432521743409	0	0
SLC25A33	12.9633933057461	0.169128673477286	0.241949551546259	0.699024537951868	0.484536696102053	0.940934569076029	0	0
SPSB1	11.5393940446267	0.290346909709603	0.228986937269889	1.2679627631658	0.2048112486312	0.833736429828504	0	0
PLEKHG5	4.30443435030987	0.143593771285221	0.355802735787804	0.403576917325499	0.686523862511015	NA	1	0.0434782608695652
TMEM51	9.84568597517311	0.258064944677051	0.246039139254376	1.04887761133907	0.294234451054195	0.881220233554918	0	0
CAMTA1	208.438521008443	-0.0472652307877422	0.0965493454026615	-0.489544808311454	0.624456039648809	0.962087281104035	0	0
EXOSC10	27.1406395799242	-0.0760248477141612	0.170548002381808	-0.445768033940167	0.655764814629239	0.965049500677145	0	0
NMNAT1	6.10087276403432	-0.269015442072679	0.303427554289952	-0.886588703857826	0.375300377767476	0.914045015978282	2	0.0869565217391304
TAS1R1	1.91245785451141	-0.292724614633046	0.540345744851752	-0.541735763484835	0.588000548867689	NA	7	0.304347826086957
TMEM51-AS1	2.54042126144642	-0.0328973637897022	0.469024203246215	-0.0701400131635267	0.944082219209073	NA	3	0.130434782608696
NPPA	0.704642723561084	-1.45621318921089	0.777051149886539	-1.87402488166129	0.060926995737955	NA	11	0.478260869565217
AURKAIP1	9.24130329726677	-0.961914235151487	0.320140571123591	-3.0046620825829	0.00265876056112547	0.263291150011453	0	0
B3GALT6	2.40122189646991	0.680406374538206	0.51652251504658	1.31728308973491	0.187743751325615	NA	4	0.173913043478261
MTHFR	7.65828705514977	0.309190875074979	0.297340992942	1.03985283702638	0.298408276930022	0.883252640227224	1	0.0434782608695652
PRDM16-DT	1.44039966621495	0.518027005672693	0.57232987291873	0.905119634994576	0.365402011054639	NA	4	0.173913043478261
CTNNBIP1	18.0643735003059	0.130842906398731	0.175988421796319	0.743474514193682	0.457194445813986	0.94030476255228	0	0
VWA1	8.81906265603799	0.0825685191995487	0.31179125343682	0.264819869991254	0.79114822917605	0.98074132181153	0	0
TNFRSF18	0.0552712770508217	0.153502854808694	3.06516136156118	0.0500798609605696	0.960058748222956	NA	20	0.869565217391304
ISG15	11.8317844178684	-1.0696044221672	0.605547867518	-1.76634165446122	0.0773385472507404	0.711601104827958	2	0.0869565217391304
GABRD	6.05346576424795	-0.239747158780922	0.377923884652911	-0.634379483585982	0.525833195585599	0.948532335009495	2	0.0869565217391304
KLHL17	1.1785260899738	0.251267630284379	0.720209204151714	0.348881448384612	0.727178313207213	NA	9	0.391304347826087
AGRN	0.781033470433647	-0.92135807807782	0.803643405512703	-1.14647625023442	0.251598148627891	NA	10	0.434782608695652
HES4	7.15552323491304	-0.292311575654219	0.410782428723249	-0.711597077223462	0.476714317459328	0.940934569076029	5	0.217391304347826
TMEM201	7.6822701977684	0.196983034922116	0.28735636463507	0.685500859437292	0.493027918492093	0.940934569076029	0	0
NOC2L	10.6958275750071	-0.442378244724938	0.257101375742782	-1.72063740789749	0.0853166409242317	0.725669481268628	0	0
KAZN	848.639655871376	0.0934520465990831	0.128385840792446	0.727899946148746	0.466674836155922	0.94030476255228	0	0
MMP23B	9.13666558527382	-0.218182085726122	0.254522607589872	-0.857220848835918	0.391322842289488	0.922474773976577	1	0.0434782608695652
AJAP1	6.87308168058739	0.168258277201985	0.309763126052613	0.543183687955829	0.58700333653453	0.956739650830524	0	0
MIB2	7.28974717012755	-0.307536061456461	0.384150229047323	-0.800561963008947	0.423385278487881	0.931708961610677	3	0.130434782608696
ATAD3A	7.55357357582147	0.147756983722969	0.286694617720261	0.515381087018318	0.606286746035	0.959615216437342	0	0
HES5_ENSG00000197921	23.3856396613544	0.543802251229466	0.534191712391209	1.0179908048278	0.308682325932201	0.886283203630642	1	0.0434782608695652
MTCO3P12	0.481972390513881	0.395917272127682	1.18144430914324	0.335112936821196	0.737539894366353	NA	16	0.695652173913043
MTOR	31.5666546755893	0.0260620261115324	0.156149081400921	0.166904767403765	0.867444981924577	0.98835699005119	0	0
C1orf174	2.33159891972065	0.143187491469436	0.477737432682203	0.299720058915053	0.764390696823715	NA	2	0.0869565217391304
DISP3	6.51263252462287	-0.0713377705702055	0.305987392208279	-0.233139574984996	0.815653025085766	0.983446903103495	0	0
ZBTB48	3.41490873839802	0.0444622826746163	0.38278325152307	0.116155245815233	0.907529505253672	NA	1	0.0434782608695652
TMEM240	1.08093781218015	-1.12719282746877	0.84875710455739	-1.32805112489347	0.184161218054798	NA	11	0.478260869565217
_ENSG00000215014	0.537053611672255	-0.835482339855768	0.916417529636249	-0.911683062399945	0.361935582720754	NA	12	0.521739130434783
TNFRSF25	3.12591429283415	-0.111949331475954	0.458958746776974	-0.243920248305791	0.807292586863862	NA	4	0.173913043478261
SLC35E2A	0.887134899996287	0.920177475100811	0.847350468549912	1.08594673544647	0.277502558378526	NA	10	0.434782608695652
TTC34_ENSG00000215912	0.496143428425678	0.240389508182247	0.97892975422037	0.245563593450784	0.806020074577568	NA	13	0.565217391304348
ATAD3C	1.42600368769675	0.409647075034642	0.566186232306727	0.723520021611402	0.469360457928942	NA	4	0.173913043478261
_ENSG00000217801	0.102088764593093	0.0184174007028722	2.90653274287199	0.00633655366451288	0.994944195495779	NA	20	0.869565217391304
CCNL2	17.9095656608842	-0.0464706914737095	0.205555999743509	-0.226073145671716	0.821144530569294	0.983771767915084	1	0.0434782608695652
CPTP	3.61391504219308	-0.0854708167105372	0.472127972242347	-0.181033155702675	0.856341551475883	NA	5	0.217391304347826
MRPL20-AS1	1.32932066625691	-1.38572362134509	0.626541891216176	-2.21170146924297	0.0269872989256626	NA	9	0.391304347826087
MTND2P28	4.09617500670934	1.84563077214745	0.890776328504309	2.07193513465544	0.0382714908267706	NA	6	0.260869565217391
MTND1P23	3.93176209520399	-2.71428142199383	1.03689422550369	-2.61770328663497	0.00885237421052148	NA	7	0.304347826086957
_ENSG00000226849	6.45831271145703	-0.386588342406405	0.337286416290793	-1.14617228484264	0.251723873106815	0.863252155350741	3	0.130434782608696
WASH7P	3.05912944444217	0.130697201042302	0.449115467420741	0.291010242405795	0.771043486055615	NA	0	0
TP73-AS1	5.074029408501	-0.04651363344551	0.305916789408491	-0.152046684117753	0.879150115064641	0.988801600933058	0	0
_ENSG00000227775	4.34252745185397	-0.185896929776835	0.333221936899934	-0.557877225930235	0.576928223877907	NA	1	0.0434782608695652
_ENSG00000228463	1.72589541956709	0.426978124144376	0.541941266102426	0.787867894274133	0.430773982488304	NA	4	0.173913043478261
FNDC10	2.27221354791006	0.322252672178574	0.539768077111655	0.597020620231888	0.550493613658461	NA	5	0.217391304347826
LINC01128	2.85757577209051	0.196872915925392	0.438329396506619	0.449143766068217	0.653327950294793	NA	2	0.0869565217391304
_ENSG00000230021	20.9316832587931	0.137544544655644	0.29260029934448	0.470076568492203	0.638300314140424	0.963667682062653	0	0
_ENSG00000230092	2.00106734730865	-0.130802569622919	0.541815485984954	-0.241415339735326	0.809233224907036	NA	4	0.173913043478261
LINC01786	1.428107891306	0.222123432365686	0.636375053299637	0.349044845824745	0.727055642139936	NA	7	0.304347826086957
PIK3CD-AS2	0.890779909085482	0.114844365034301	0.726922526523109	0.157987076812168	0.874466982033292	NA	10	0.434782608695652
RERE-AS1	1.76248819188276	-0.164422868484659	0.554698051883241	-0.296418687475881	0.766910355704831	NA	7	0.304347826086957
CICP27	3.05704884661415	1.35225958793489	0.536880987980754	2.51873249045534	0.0117778100053634	NA	3	0.130434782608696
_ENSG00000234396	0.946064928270414	-0.671530986584028	0.701946457476944	-0.956669813532161	0.338733938985111	NA	9	0.391304347826087
ANKRD65	1.88810296470765	0.328614339903072	0.555045549924646	0.592049319101261	0.553817563108379	NA	4	0.173913043478261
_ENSG00000236948	1.46370764462407	-0.364479897470591	0.594934252364019	-0.612638952997412	0.540115095919666	NA	6	0.260869565217391
_ENSG00000237094	6.00143762107047	-0.200250174380397	0.293048749390203	-0.683334000902897	0.494395813917208	0.941350049820997	0	0
_ENSG00000237365	3.02306698800235	-1.14628928698383	0.439835995081603	-2.6061743463519	0.00915598433724021	NA	3	0.130434782608696
LINC01409	14.5768829887747	0.628653933105823	0.257819945613328	2.43834483639471	0.0147546914578944	0.510175363731041	0	0
MTCO1P12	4.35672528738668	-3.4254421207393	2.22982194587168	-1.53619535724869	0.12449047435665	NA	16	0.695652173913043
_ENSG00000238290	2.32234832004463	-0.171652286909753	0.459369084623107	-0.373669654000739	0.708650105070301	NA	6	0.260869565217391
_ENSG00000241860	1.51062003612509	-0.133136727557136	0.585077841574073	-0.227553870778887	0.819993084870753	NA	6	0.260869565217391
MRPL20	13.7373590817038	-0.466362767418831	0.253513143663357	-1.83959995398945	0.0658269911430441	0.710422468055171	0	0
CDK11B	10.0639601279398	-0.710886989264715	0.246437775266655	-2.88465105844876	0.00391847718081505	0.294510350344124	0	0
MTATP6P1	32.1976563616752	0.0665912125145549	0.256248995419335	0.259869165167195	0.794964696950987	0.98118090225765	0	0
CENPS-CORT	0.84888823442833	-0.08915533088174	0.710092061305654	-0.125554608676809	0.900084495549858	NA	7	0.304347826086957
_ENSG00000268575	1.95214571568467	0.0528899038449401	0.501863640273931	0.105387000771905	0.916068730503929	NA	5	0.217391304347826
_ENSG00000272106	2.6406534983862	-0.036509266626077	0.491528594939914	-0.0742769942622361	0.940789982374816	NA	2	0.0869565217391304
_ENSG00000272449	0.535964439446608	0.31252816592183	1.1379937409102	0.27463083028195	0.783599877608403	NA	16	0.695652173913043
WASH9P	3.23828009774006	-0.000736415871175492	0.432290778986448	-0.00170351973017351	0.998640788565672	NA	1	0.0434782608695652
STPG1	5.48880945023662	-0.0823127201395025	0.338603329357191	-0.24309483399282	0.807931933080143	0.981818508755781	1	0.0434782608695652
NIPAL3	15.5194400231407	0.0143643829789978	0.186261722701649	0.0771193499697544	0.938528599791288	0.99436160763972	0	0
KDM1A	27.3714516062638	-0.0817740776440157	0.167619776973353	-0.487854590434252	0.625652840812666	0.962087281104035	0	0
PAX7	0.923603621549386	-0.706062604183225	0.708656995949104	-0.996339002111446	0.319085459589542	NA	10	0.434782608695652
FAM76A	5.91503755296948	-0.243952154799833	0.290309673240035	-0.840317003829655	0.400730670063069	0.926181061988997	0	0
ELOA	7.36376094068305	0.146772291579407	0.255448598904841	0.574566829525191	0.565584290959524	0.95279625570319	0	0
LYPLA2	5.653368960123	-0.226257640782068	0.357764260693471	-0.632421025911034	0.527111798326775	0.949387114029111	0	0
FBXO42	42.9539853102151	-0.00389706380188994	0.123094441490226	-0.0316591371203336	0.974743882392306	0.998726915229725	0	0
SLC66A1	3.77622063720324	-0.548990337811825	0.383700067002516	-1.43077988518627	0.152493309717434	NA	2	0.0869565217391304
AKR7A2	3.50602695890925	-0.0167789125908875	0.37216204338369	-0.0450849647060563	0.964039585662785	NA	1	0.0434782608695652
MRTO4	3.10047869411159	-0.806166914723307	0.469660242622453	-1.7164895845173	0.0860724726688488	NA	4	0.173913043478261
SZRD1	6.59346196805138	0.563863385494224	0.270725612100483	2.08278552265288	0.0372707777898687	0.647841974265188	1	0.0434782608695652
PITHD1	8.61671775718149	-0.303521137506344	0.263567247425735	-1.15158897955204	0.249490012098573	0.862642491742083	0	0
CROCC	12.7876392227216	0.374572793951592	0.268945324383418	1.39274700093907	0.163696310220817	0.808557149864849	0	0
PIGV	1.11294787421314	0.0259524150672915	0.6812306554329	0.0380963699450659	0.969610845575089	NA	7	0.304347826086957
PTPRU	7.31474023944172	-0.0882855438788483	0.261388615209165	-0.33775588813691	0.73554715442306	0.972408141698494	0	0
SPEN	34.4463801471249	-0.00500177060366342	0.161973742261438	-0.0308801323833723	0.97536513442773	0.998726915229725	0	0
CDC42	28.2543202830829	-0.0984492169936992	0.16203549581683	-0.60757808958717	0.543467336246889	0.949398587999984	0	0
ARHGEF10L	16.4294213680385	0.165661147547251	0.175693466752833	0.942898734989983	0.345732702026189	0.902737121135276	0	0
EIF4G3	292.47249615214	0.0175315572714797	0.0918637791994415	0.190842978856963	0.848648615206619	0.987682148931004	0	0
RAP1GAP	39.1328368523262	-0.429696595898173	0.204165837256034	-2.10464493802316	0.0353222267939321	0.63153323114642	0	0
CAPZB	46.4283526306014	-0.0896908037422542	0.129992691532034	-0.689968048858744	0.490214280470682	0.940934569076029	0	0
CROCCP3	17.7282453568843	-0.00523618443181298	0.177437363408517	-0.0295100441712359	0.976457808341061	0.998780406640006	0	0
ASAP3	14.0595116917527	0.116344686580372	0.214229390324577	0.543084617867322	0.587071542965586	0.956739650830524	0	0
SLC9A1	4.98312802573235	0.0768841819895879	0.318331055404067	0.241522718831176	0.809150010497388	0.981818508755781	1	0.0434782608695652
NUDC	15.1126056425018	-0.394945078957468	0.233502492834794	-1.69139555712109	0.0907612802818057	0.730863009898902	0	0
MUL1	4.39474158235683	0.211153864365778	0.352834033502333	0.598450955169499	0.549539074684107	NA	3	0.130434782608696
USP48	33.4637233638517	-0.108335114664872	0.141255625889734	-0.76694371627676	0.443114980225355	0.94030476255228	0	0
DNAJC16	16.6860915757094	0.190353790816931	0.197598228921138	0.963337535241275	0.335378162437454	0.897390404620609	0	0
OPRD1	2.34189118358952	-0.763017068972268	0.491943373562537	-1.55102621557168	0.120895401627674	NA	3	0.130434782608696
SRSF4	27.5558552953528	-0.0678417963581829	0.145669753205612	-0.465723287540857	0.641413581154865	0.96428426348767	0	0
MECR	9.68205659234917	-0.241751675838472	0.246618011666929	-0.980267719313913	0.326953984656421	0.894430418699456	0	0
AGMAT	1.05079692973847	0.161373652203962	0.66724544997017	0.241850509750461	0.808895999288048	NA	6	0.260869565217391
PLEKHM2	18.5773857381897	0.0233051524523709	0.182287804215034	0.12784811662375	0.898269170914673	0.992801276562731	0	0
ZBTB17	6.96304862126326	-0.408283292622933	0.34249487569118	-1.19208584303338	0.233227587433027	0.85466394771937	0	0
PADI2	8.06761258867548	0.457898379105501	0.260767878260653	1.75596159373512	0.07909496662259	0.718764776779448	0	0
SDHB	14.5497484049747	-0.235271632135096	0.204147292648354	-1.15246021185475	0.249132010671552	0.862008040806291	0	0
IGSF21	81.5495185262167	0.0726163262163509	0.101489679767741	0.715504535855595	0.474297339083926	0.940591515205375	0	0
PINK1-AS	1.19896268970384	-0.460324390152889	0.674855006056681	-0.682108580393677	0.495170295415125	NA	10	0.434782608695652
KIF17	1.5207436690717	-0.888317530260932	0.564156647376939	-1.5745937487242	0.115350246717033	NA	6	0.260869565217391
ECE1	8.73886367902688	0.105837954033763	0.234901669517025	0.450562800389512	0.652304682550799	0.965049500677145	0	0
HMGCL	7.14725927983341	-0.266392332015545	0.267411023157617	-0.996190541698533	0.31915757409739	0.890797139156536	1	0.0434782608695652
GALE	3.63823603827968	-0.324653534479067	0.379939790999627	-0.854486795460141	0.392835322675125	NA	1	0.0434782608695652
ID3	0.830005110543676	-0.624006364397683	0.762473667748817	-0.818397265101685	0.413130382876857	NA	11	0.478260869565217
RCAN3	1.29299651237426	-0.240187825778628	0.603912372973718	-0.397719663526551	0.690836841213971	NA	7	0.304347826086957
SYF2	6.53960815128149	-0.304978852098737	0.286873598067485	-1.0631123050473	0.287731024845199	0.881220233554918	0	0
RSRP1	48.7629735914796	-0.340728783114827	0.164498173412127	-2.07132259311585	0.0383286592888357	0.650093919991065	0	0
STMN1	68.8949033812495	-0.780253140171266	0.227323973096503	-3.43233988717958	0.000598397101220523	0.109934157094039	0	0
MTFR1L	6.8080296946053	0.0236564456342828	0.305571246224344	0.0774171193349612	0.938291722393532	0.99436160763972	1	0.0434782608695652
MAN1C1	15.8660561857239	-0.161134653107004	0.20770407753289	-0.775789551273919	0.437873254340049	0.940301037173232	0	0
RPS6KA1_ENSG00000117676	1.87111492319011	0.764206114311511	0.547347297097947	1.396199667676	0.162654376768289	NA	3	0.130434782608696
DHDDS	7.2950362266638	-0.043596518492517	0.286827927132587	-0.151995375514339	0.879190583079134	0.988801600933058	1	0.0434782608695652
ARID1A	49.4558451950828	0.0470292275117184	0.109881196032018	0.428000688106948	0.668650619411357	0.965049500677145	0	0
RPA2	7.05193165688718	-0.184485438108152	0.270349684765163	-0.682395610220163	0.494988830773972	0.941520059178241	1	0.0434782608695652
PPP1R8	8.61392786249923	-0.0465749249615953	0.228941070082805	-0.203436303258082	0.838794027130376	0.985815504941806	1	0.0434782608695652
STX12	31.5831887303849	-0.0902365238838305	0.146266123334374	-0.616933858823509	0.537278352713904	0.949398587999984	0	0
TAF12	11.4786673727673	-0.0685349847824804	0.212634159871638	-0.322314085487739	0.747214763383572	0.973144409935131	0	0
HNRNPR	47.0469050867219	-0.00177552172125771	0.123492607717335	-0.0143775546899272	0.988528766303088	0.999169910659551	0	0
ZNF436	2.36964696656624	-0.430034440283303	0.457892692127223	-0.939159867971468	0.347648670330674	NA	1	0.0434782608695652
DNAJC8	14.5489660872404	0.228966951793068	0.198121895087372	1.15568726864889	0.247809097563538	0.861611930572833	0	0
AHDC1	22.7607687720855	0.269867176199365	0.172550720368887	1.56398753724372	0.117820495235171	0.766944733134604	0	0
IFI6	17.7184412300735	-0.772332034909952	0.303673398000454	-2.54329829348041	0.0109811438213513	0.463226922117783	1	0.0434782608695652
